t,f,v1,v2,v3,v4,v5
1720,9.52E-07,1.370652128,1.324965144,0.04532388,0.000361477,1.63E-06
1725,6.94E-07,1.370928984,1.325335893,0.045229631,0.000361612,1.85E-06
1730,1.59E-06,1.370675614,1.32499705,0.045315749,0.000361488,1.33E-06
1735,2.93E-07,1.371377968,1.325935161,0.045078359,0.000361831,2.62E-06
1740,1.31E-06,1.37098227,1.325407785,0.045211414,0.000361638,1.43E-06
1745,9.77E-07,1.371151532,1.325633976,0.045154221,0.000361721,1.61E-06
1750,8.51E-07,1.371327752,1.325869324,0.045094914,0.000361807,1.71E-06
1755,9.15E-07,1.371408728,1.325977501,0.045067721,0.000361847,1.66E-06
1760,1.01E-06,1.371454093,1.326038132,0.045052499,0.000361869,1.59E-06
1765,1.57E-06,1.371360059,1.325912959,0.04508394,0.000361823,1.34E-06
1770,8.78E-07,1.371665111,1.326319383,0.044982065,0.000361973,1.69E-06
1775,6.68E-07,1.371939227,1.32668406,0.044891171,0.000362109,1.89E-06
1780,1.58E-06,1.37166513,1.326319881,0.044981941,0.000361974,1.33E-06
1785,4.28E-07,1.372239753,1.327082921,0.044792314,0.000362259,2.26E-06
1790,1.26E-06,1.371973768,1.326730561,0.044879615,0.000362127,1.47E-06
1795,3.11E-07,1.372603099,1.327564307,0.04467378,0.000362441,2.57E-06
1800,1.14E-06,1.372243659,1.327089079,0.044790793,0.000362261,1.53E-06
1805,5.03E-07,1.372650798,1.327628067,0.044658144,0.000362465,2.12E-06
1810,1.27E-06,1.37236319,1.32724778,0.044751625,0.000362321,1.46E-06
1815,1.22E-06,1.372431191,1.327337934,0.044729416,0.000362355,1.49E-06
1820,1.38E-06,1.372478082,1.32740019,0.044714096,0.000362379,1.42E-06
1825,2.95E-07,1.373153054,1.328291337,0.044496368,0.000362718,2.63E-06
1830,4.85E-07,1.37333622,1.32853356,0.044437688,0.000362812,2.16E-06
1835,8.79E-07,1.373090973,1.328210615,0.04451597,0.000362687,1.70E-06
1840,1.57E-06,1.372839543,1.327878845,0.044596788,0.00036256,1.35E-06
1845,9.96E-07,1.373079669,1.328195799,0.044519571,0.000362682,1.62E-06
1850,5.91E-07,1.373436573,1.328666025,0.044405689,0.000362863,2.00E-06
1855,7.69E-07,1.37348551,1.328730748,0.044390077,0.000362888,1.80E-06
1860,5.17E-07,1.373774636,1.329110771,0.04429872,0.000363036,2.11E-06
1865,1.17E-06,1.373478907,1.328722417,0.044392086,0.000362885,1.52E-06
1870,9.33E-07,1.37362073,1.328908932,0.044347176,0.000362957,1.67E-06
1875,1.34E-06,1.373568214,1.328840109,0.044363733,0.00036293,1.44E-06
1880,1.41E-06,1.373629928,1.328921367,0.044344187,0.000362962,1.41E-06
1885,7.52E-07,1.373968738,1.329366164,0.044237619,0.000363135,1.82E-06
1890,1.09E-06,1.37395168,1.3293441,0.044242889,0.000363127,1.57E-06
1895,6.79E-07,1.37424236,1.329725018,0.044152168,0.000363276,1.90E-06
1900,8.65E-07,1.374274007,1.329766724,0.044142268,0.000363293,1.72E-06
1905,3.43E-07,1.374783816,1.330432743,0.043985017,0.000363557,2.50E-06
1910,1.50E-06,1.374233268,1.329713778,0.044154838,0.000363272,1.38E-06
1915,1.52E-06,1.374275313,1.329768892,0.044141753,0.000363294,1.37E-06
1920,8.80E-07,1.374569886,1.330154122,0.044050605,0.000363446,1.71E-06
1925,4.44E-07,1.375016161,1.330736359,0.043913866,0.000363679,2.26E-06
1930,4.91E-07,1.375221229,1.331003802,0.043851469,0.000363786,2.17E-06
1935,6.58E-07,1.375184743,1.330956577,0.043862469,0.000363767,1.93E-06
1940,1.48E-06,1.374800596,1.330456107,0.04397953,0.000363566,1.39E-06
1945,6.30E-07,1.375192663,1.330966853,0.043860074,0.000363771,1.96E-06
1950,6.92E-07,1.375341708,1.331161065,0.0438149,0.00036385,1.89E-06
1955,6.98E-07,1.375448153,1.3312996,0.043782759,0.000363906,1.89E-06
1960,1.47E-06,1.375175365,1.330945047,0.043865155,0.000363762,1.40E-06
1965,6.21E-07,1.375575996,1.331465736,0.043744308,0.000363973,1.98E-06
1970,1.45E-06,1.375366294,1.331193699,0.043807322,0.000363863,1.41E-06
1975,1.36E-06,1.37545619,1.331310632,0.043780203,0.00036391,1.44E-06
1980,1.51E-06,1.375514029,1.331385939,0.043762764,0.000363941,1.39E-06
1985,3.10E-07,1.376172242,1.332238586,0.043566746,0.000364289,2.62E-06
1990,1.45E-06,1.375762138,1.331708314,0.043688343,0.000364072,1.41E-06
1995,3.82E-07,1.37632879,1.332441525,0.043520479,0.000364373,2.41E-06
2000,7.73E-07,1.376281758,1.332381423,0.043534166,0.000364348,1.82E-06
2005,2.97E-07,1.376795079,1.333043712,0.043384066,0.000364623,2.68E-06
2010,7.07E-07,1.376604538,1.332798721,0.043439406,0.000364521,1.89E-06
2015,1.30E-06,1.376281777,1.332381893,0.043534059,0.000364348,1.48E-06
2020,1.45E-06,1.376290591,1.332393381,0.043531442,0.000364353,1.42E-06
2025,1.08E-06,1.376484992,1.332644611,0.043474328,0.000364457,1.60E-06
2030,6.28E-07,1.376824252,1.333082247,0.043375381,0.000364639,1.98E-06
2035,1.07E-06,1.376732109,1.33296383,0.043402086,0.00036459,1.60E-06
2040,6.02E-07,1.37705052,1.333373917,0.043309821,0.000364761,2.02E-06
2045,1.66E-06,1.376733198,1.332965568,0.043401694,0.00036459,1.35E-06
2050,4.25E-07,1.377292688,1.333685302,0.043240167,0.000364892,2.33E-06
2055,1.16E-06,1.377079593,1.333411974,0.043301289,0.000364777,1.55E-06
2060,1.48E-06,1.377037556,1.333358003,0.04331339,0.000364755,1.41E-06
2065,9.85E-07,1.377268423,1.333654939,0.043246944,0.00036488,1.66E-06
2070,4.84E-07,1.377692115,1.334198705,0.043126087,0.00036511,2.21E-06
2075,4.94E-07,1.377919501,1.334490368,0.043061701,0.000365235,2.20E-06
2080,4.15E-07,1.378166274,1.334806227,0.042992318,0.00036537,2.36E-06
2085,1.06E-06,1.377736991,1.33425706,0.04311318,0.000365135,1.62E-06
2090,4.67E-07,1.378121052,1.334748481,0.043004976,0.000365345,2.25E-06
2095,8.92E-07,1.377980697,1.334569384,0.04304431,0.000365269,1.73E-06
2100,1.58E-06,1.377771934,1.334302196,0.043103206,0.000365154,1.38E-06
2105,9.51E-07,1.378024699,1.334625809,0.043031906,0.000365293,1.69E-06
2110,1.65E-06,1.377932864,1.334508574,0.043057692,0.000365243,1.36E-06
2115,9.83E-07,1.378192937,1.334841229,0.042984652,0.000365385,1.67E-06
2120,1.03E-06,1.378296006,1.334973122,0.042955802,0.000365442,1.64E-06
2125,5.90E-07,1.378631962,1.335401815,0.042862465,0.000365628,2.05E-06
2130,8.44E-07,1.378627573,1.335396562,0.042863604,0.000365626,1.78E-06
2135,1.40E-06,1.378467594,1.33519269,0.042907914,0.000365537,1.45E-06
2140,1.50E-06,1.378513097,1.335250867,0.042895255,0.000365562,1.41E-06
2145,3.53E-07,1.379116567,1.336018866,0.042729274,0.000365898,2.53E-06
2150,3.54E-07,1.379486019,1.336488583,0.0426288,0.000366105,2.53E-06
2155,1.03E-06,1.379054592,1.335941097,0.042745985,0.000365864,1.65E-06
2160,1.41E-06,1.378922353,1.335772913,0.042782199,0.00036579,1.45E-06
2165,6.74E-07,1.379276311,1.336222819,0.042685551,0.000365987,1.95E-06
2170,5.48E-07,1.379549727,1.336569994,0.042611466,0.000366141,2.13E-06
2175,1.34E-06,1.379243435,1.336181607,0.042694374,0.000365969,1.49E-06
2180,7.58E-07,1.37951825,1.336530357,0.042619902,0.000366123,1.87E-06
2185,2.97E-07,1.380059746,1.337215789,0.042474804,0.000366429,2.72E-06
2190,1.35E-06,1.379537516,1.336555309,0.042614591,0.000366134,1.48E-06
2195,1.58E-06,1.379513586,1.336525037,0.042621035,0.000366121,1.39E-06
2200,1.26E-06,1.379672626,1.336726727,0.042578161,0.000366211,1.53E-06
2205,1.08E-06,1.379828753,1.336924587,0.042536243,0.000366299,1.62E-06
2210,5.18E-07,1.380233091,1.337435791,0.042428588,0.000366528,2.18E-06
2215,6.95E-07,1.38030013,1.337520858,0.042410765,0.000366566,1.94E-06
2220,1.35E-06,1.380057221,1.337214156,0.042475148,0.000366428,1.49E-06
2225,1.30E-06,1.380128664,1.337304544,0.042456139,0.000366469,1.51E-06
2230,1.39E-06,1.380192249,1.33738504,0.042439234,0.000366505,1.47E-06
2235,4.05E-07,1.380733093,1.338066894,0.04229697,0.000366813,2.42E-06
2240,3.99E-07,1.381056121,1.338473831,0.042212856,0.000366999,2.43E-06
2245,4.10E-07,1.381248733,1.338716168,0.042163044,0.000367111,2.41E-06
2250,1.65E-06,1.380546264,1.337832493,0.042345689,0.000366707,1.37E-06
2255,1.62E-06,1.380595829,1.337895035,0.042332671,0.000366735,1.39E-06
2260,8.91E-07,1.380887686,1.33826257,0.04225645,0.000366903,1.76E-06
2265,6.65E-07,1.381149837,1.338592324,0.042188474,0.000367054,1.99E-06
2270,6.37E-07,1.381317093,1.338802589,0.042145331,0.00036715,2.02E-06
2275,1.18E-06,1.381120411,1.338555814,0.042195981,0.000367037,1.58E-06
2280,8.88E-07,1.381287284,1.338765438,0.042152942,0.000367133,1.77E-06
2285,9.01E-07,1.381388232,1.338892309,0.04212697,0.000367192,1.76E-06
2290,8.48E-07,1.381507868,1.339042505,0.042096297,0.000367261,1.81E-06
2295,5.09E-07,1.381836534,1.33945424,0.042012623,0.000367452,2.22E-06
2300,4.50E-07,1.382089201,1.339770509,0.041948759,0.0003676,2.33E-06
2305,1.66E-06,1.381533477,1.339075186,0.042089634,0.000367276,1.38E-06
2310,7.58E-07,1.381859786,1.339483786,0.042006642,0.000367466,1.89E-06
2315,2.90E-07,1.382408584,1.340169264,0.041868745,0.000367787,2.79E-06
2320,2.99E-07,1.382763327,1.340612004,0.041780565,0.000367997,2.76E-06
2325,1.50E-06,1.381960351,1.339610326,0.041981061,0.000367525,1.44E-06
2330,9.82E-07,1.382135543,1.339829274,0.041936932,0.000367627,1.71E-06
2335,1.08E-06,1.382202457,1.339913052,0.041920092,0.000367667,1.65E-06
2340,7.94E-07,1.382415302,1.34017881,0.041866837,0.000367792,1.86E-06
2345,8.25E-07,1.382518788,1.340308076,0.041841023,0.000367853,1.84E-06
2350,1.16E-06,1.382460165,1.340235168,0.041855575,0.000367818,1.60E-06
2355,5.09E-07,1.382860627,1.340733938,0.041756402,0.000368055,2.23E-06
2360,5.75E-07,1.383018901,1.340931203,0.041717421,0.000368149,2.13E-06
2365,6.84E-07,1.383039891,1.340957511,0.041712233,0.000368161,1.99E-06
2370,3.74E-07,1.383403322,1.341408795,0.041623618,0.000368378,2.53E-06
2375,6.39E-07,1.383325361,1.341312524,0.041642462,0.000368331,2.04E-06
2380,1.36E-06,1.382957927,1.340856051,0.041732255,0.000368113,1.51E-06
2385,1.29E-06,1.383019128,1.34093222,0.041717221,0.000368149,1.54E-06
2390,1.16E-06,1.383144796,1.341088533,0.041686431,0.000368224,1.61E-06
2395,1.33E-06,1.383189414,1.341144141,0.041675499,0.00036825,1.52E-06
2400,5.89E-07,1.383578289,1.341626583,0.04158111,0.000368482,2.11E-06
2405,8.67E-07,1.383588861,1.34164008,0.041578481,0.000368489,1.81E-06
2410,1.12E-06,1.383546779,1.341588063,0.041588616,0.000368464,1.64E-06
2415,1.04E-06,1.383644708,1.341709537,0.041564963,0.000368523,1.68E-06
2420,1.47E-06,1.383604742,1.341660216,0.041574561,0.000368499,1.47E-06
2425,5.86E-07,1.384013426,1.342166012,0.041476546,0.000368744,2.12E-06
2430,1.16E-06,1.383896725,1.342022091,0.041504343,0.000368674,1.62E-06
2435,2.88E-07,1.38448219,1.342744847,0.041365485,0.000369028,2.83E-06
2440,1.06E-06,1.384161106,1.342349357,0.04144124,0.000368834,1.68E-06
2445,1.18E-06,1.384137512,1.342320251,0.041446837,0.000368819,1.60E-06
2450,6.20E-07,1.384467056,1.342727078,0.041368877,0.000369019,2.08E-06
2455,1.06E-06,1.384382109,1.342622623,0.041388838,0.000368968,1.68E-06
2460,1.48E-06,1.384314071,1.342538791,0.041404885,0.000368926,1.47E-06
2465,1.47E-06,1.384393492,1.342636943,0.041386099,0.000368975,1.48E-06
2470,1.19E-06,1.384549166,1.34282907,0.041349424,0.000369069,1.60E-06
2475,1.21E-06,1.384640697,1.342942063,0.041327915,0.000369125,1.59E-06
2480,8.11E-07,1.38488253,1.343239959,0.041271425,0.000369272,1.87E-06
2485,3.58E-07,1.385350762,1.343815408,0.041163187,0.000369559,2.61E-06
2490,1.62E-06,1.384842509,1.343191188,0.041280652,0.000369248,1.42E-06
2495,1.02E-06,1.385047044,1.343442825,0.041233134,0.000369373,1.71E-06
2500,6.04E-07,1.385367901,1.343837084,0.041159132,0.00036957,2.11E-06
2505,1.61E-06,1.385093039,1.343499807,0.041222405,0.000369401,1.43E-06
2510,6.89E-07,1.385450742,1.343939026,0.041140087,0.000369621,2.01E-06
2515,8.76E-07,1.38551211,1.344014644,0.041125983,0.000369659,1.82E-06
2520,1.64E-06,1.3853428,1.343807084,0.041164744,0.000369555,1.42E-06
2525,1.37E-06,1.385469659,1.343962863,0.041135639,0.000369633,1.52E-06
2530,1.54E-06,1.385524543,1.344030367,0.041123053,0.000369667,1.46E-06
2535,9.40E-07,1.385775554,1.344338069,0.041065886,0.000369822,1.78E-06
2540,1.61E-06,1.385694621,1.344239199,0.041084219,0.000369772,1.43E-06
2545,8.42E-07,1.385988921,1.344599537,0.04101757,0.000369954,1.86E-06
2550,1.65E-06,1.385865631,1.344448969,0.041045364,0.000369878,1.42E-06
2555,6.00E-07,1.386281831,1.344957805,0.040951757,0.000370136,2.13E-06
2560,3.40E-07,1.386727611,1.345501834,0.040852679,0.000370415,2.68E-06
2565,9.19E-07,1.386450399,1.345164336,0.040914021,0.000370242,1.80E-06
2570,7.71E-07,1.386543039,1.345277375,0.040893431,0.0003703,1.93E-06
2575,6.41E-07,1.386718243,1.345491133,0.040854618,0.00037041,2.08E-06
2580,1.52E-06,1.386432761,1.345143177,0.04091788,0.000370231,1.47E-06
2585,1.33E-06,1.386533303,1.345265947,0.040895511,0.000370294,1.55E-06
2590,1.44E-06,1.38659739,1.345344284,0.040881265,0.000370334,1.51E-06
2595,1.52E-06,1.386664711,1.345426531,0.040866331,0.000370376,1.47E-06
2600,1.44E-06,1.386767508,1.345551958,0.040843603,0.000370441,1.51E-06
2605,1.29E-06,1.386890248,1.345701598,0.040816558,0.000370518,1.57E-06
2610,1.65E-06,1.386903578,1.345718031,0.040813593,0.000370527,1.43E-06
2615,6.59E-07,1.387291215,1.346189444,0.040728934,0.000370771,2.07E-06
2620,3.63E-07,1.387725858,1.346717081,0.0406351,0.000371047,2.63E-06
2625,1.02E-06,1.387427745,1.346355929,0.040699222,0.000370858,1.74E-06
2630,1.45E-06,1.387306538,1.346208771,0.04072548,0.000370781,1.51E-06
2635,4.02E-07,1.387823384,1.34683559,0.040614158,0.000371109,2.53E-06
2640,8.05E-07,1.387779125,1.346782617,0.040623513,0.000371081,1.91E-06
2645,6.12E-07,1.387961659,1.347003807,0.040584516,0.000371198,2.14E-06
2650,6.82E-07,1.388027096,1.347083259,0.04057055,0.00037124,2.05E-06
2655,8.69E-07,1.387986658,1.34703446,0.040579126,0.000371214,1.86E-06
2660,1.19E-06,1.387909044,1.346940597,0.040595643,0.000371164,1.64E-06
2665,9.53E-07,1.388056961,1.34711977,0.04056414,0.000371259,1.79E-06
2670,1.37E-06,1.388016148,1.347070588,0.040572776,0.000371233,1.55E-06
2675,1.33E-06,1.388099626,1.347171748,0.040555022,0.000371286,1.57E-06
2680,8.73E-07,1.388334895,1.347456332,0.040505267,0.000371437,1.86E-06
2685,1.33E-06,1.388287477,1.347399281,0.040515218,0.000371407,1.57E-06
2690,9.23E-07,1.388489853,1.347643863,0.040472634,0.000371537,1.82E-06
2695,9.48E-07,1.388589043,1.347763816,0.040451825,0.000371601,1.80E-06
2700,1.46E-06,1.388511513,1.347670426,0.040468021,0.000371551,1.51E-06
2705,1.52E-06,1.388572779,1.347744528,0.040455167,0.000371591,1.49E-06
2710,3.56E-07,1.389135608,1.348422534,0.040338445,0.000371955,2.67E-06
2715,8.83E-07,1.389029738,1.348295862,0.040360131,0.000371886,1.86E-06
2720,3.01E-07,1.389522329,1.348888018,0.040259235,0.000372207,2.87E-06
2725,6.56E-07,1.389426511,1.34877364,0.040278629,0.000372145,2.10E-06
2730,1.64E-06,1.389009709,1.348272197,0.040364188,0.000371874,1.45E-06
2735,6.70E-07,1.389366406,1.348701304,0.040290917,0.000372105,2.08E-06
2740,1.45E-06,1.389209815,1.348513355,0.040322931,0.000372004,1.53E-06
2745,1.59E-06,1.389248108,1.348559557,0.04031505,0.000372029,1.47E-06
2750,5.69E-07,1.389672261,1.349069108,0.040228623,0.000372305,2.22E-06
2755,4.92E-07,1.389950553,1.34940327,0.040172434,0.000372488,2.36E-06
2760,4.06E-07,1.390213485,1.349718484,0.040119786,0.000372661,2.55E-06
2765,1.53E-06,1.389651881,1.349045479,0.040232611,0.000372292,1.50E-06
2770,9.70E-07,1.389842948,1.34927473,0.040194002,0.000372418,1.80E-06
2775,1.65E-06,1.389757512,1.349172501,0.040211196,0.000372362,1.45E-06
2780,4.80E-07,1.390237529,1.349747506,0.040114956,0.000372677,2.39E-06
2785,1.42E-06,1.389996306,1.349459171,0.040163072,0.000372519,1.54E-06
2790,6.28E-07,1.390344698,1.349876235,0.040093567,0.000372748,2.15E-06
2795,1.57E-06,1.39012725,1.34961635,0.040136807,0.000372605,1.49E-06
2800,4.06E-07,1.390642777,1.350232616,0.040034653,0.000372946,2.56E-06
2805,1.05E-06,1.390475644,1.350033557,0.040067506,0.000372835,1.75E-06
2810,4.99E-07,1.390824682,1.350450383,0.03999887,0.000373067,2.36E-06
2815,3.63E-07,1.391167439,1.350859341,0.039932115,0.000373295,2.69E-06
2820,4.48E-07,1.39127792,1.350991397,0.039910682,0.000373369,2.47E-06
2825,1.21E-06,1.390790216,1.350410027,0.040005489,0.000373044,1.66E-06
2830,1.45E-06,1.390739437,1.350349449,0.040015435,0.00037301,1.54E-06
2835,1.55E-06,1.39079233,1.350412739,0.040005044,0.000373046,1.50E-06
2840,9.92E-07,1.391017891,1.35068189,0.03996101,0.000373196,1.80E-06
2845,1.49E-06,1.39098256,1.350640017,0.039967844,0.000373173,1.53E-06
2850,1.42E-06,1.391071397,1.350746062,0.039950548,0.000373232,1.55E-06
2855,8.36E-07,1.391337804,1.351063453,0.039899013,0.00037341,1.93E-06
2860,1.02E-06,1.39138437,1.35111914,0.039890007,0.000373441,1.78E-06
2865,9.80E-07,1.391477932,1.351230605,0.039872013,0.000373504,1.81E-06
2870,1.00E-06,1.391555403,1.351322908,0.039857145,0.000373556,1.79E-06
2875,1.37E-06,1.391523388,1.351285024,0.039863244,0.000373535,1.59E-06
2880,1.40E-06,1.391588993,1.351363175,0.039850668,0.000373579,1.57E-06
2885,9.87E-07,1.391789003,1.351600944,0.039812536,0.000373714,1.81E-06
2890,4.24E-07,1.392219708,1.352111908,0.039731251,0.000374005,2.54E-06
2895,1.34E-06,1.391901834,1.35173538,0.039791062,0.00037379,1.60E-06
2900,9.89E-07,1.39205262,1.351914345,0.039762573,0.000373892,1.81E-06
2905,5.53E-07,1.392379973,1.35230239,0.039701179,0.000374114,2.29E-06
2910,9.35E-07,1.392305455,1.352214497,0.039715039,0.000374064,1.85E-06
2915,5.76E-07,1.392564084,1.352520725,0.039666864,0.000374239,2.26E-06
2920,9.47E-07,1.392471546,1.352411514,0.039684008,0.000374177,1.85E-06
2925,5.79E-07,1.392729393,1.352716564,0.039636224,0.000374352,2.25E-06
2930,9.40E-07,1.392642957,1.352614657,0.039652151,0.000374294,1.86E-06
2935,3.12E-07,1.393131467,1.353191474,0.039562471,0.000374628,2.89E-06
2940,1.27E-06,1.392703265,1.352686339,0.039640944,0.000374335,1.65E-06
2945,6.43E-07,1.392986582,1.35302104,0.03958885,0.000374529,2.16E-06
2950,1.42E-06,1.3927915,1.352790902,0.039624628,0.000374395,1.57E-06
2955,5.41E-07,1.393188155,1.353259141,0.039552026,0.000374667,2.32E-06
2960,8.97E-07,1.393159997,1.35322637,0.039557083,0.000374648,1.90E-06
2965,9.70E-07,1.393186344,1.353257571,0.039552268,0.000374666,1.84E-06
2970,7.07E-07,1.393388687,1.353496242,0.03951555,0.000374805,2.09E-06
2975,3.76E-07,1.393777456,1.353954011,0.039445674,0.000375074,2.70E-06
2980,1.03E-06,1.393476628,1.353600371,0.039499592,0.000374866,1.80E-06
2985,8.71E-07,1.393563249,1.353702408,0.039483991,0.000374926,1.92E-06
2990,3.16E-07,1.394047254,1.354271456,0.03939764,0.000375261,2.90E-06
2995,1.39E-06,1.39358296,1.353726044,0.039480382,0.00037494,1.59E-06
3000,9.14E-07,1.39376376,1.353938825,0.03944798,0.000375065,1.89E-06
3005,3.86E-07,1.39420288,1.354454776,0.039370058,0.00037537,2.68E-06
3010,8.13E-07,1.39408842,1.354320965,0.039390179,0.000375291,1.98E-06
3015,6.13E-07,1.394252925,1.354514144,0.039361151,0.000375405,2.23E-06
3020,1.62E-06,1.39392545,1.354129725,0.039419043,0.000375177,1.50E-06
3025,6.03E-07,1.394308931,1.354579957,0.03935129,0.000375444,2.24E-06
3030,8.41E-07,1.394350065,1.354628622,0.039344009,0.000375473,1.96E-06
3035,1.36E-06,1.394227609,1.354485097,0.039365507,0.000375388,1.62E-06
3040,5.76E-07,1.394593559,1.354914186,0.039301444,0.000375643,2.29E-06
3045,4.07E-07,1.39493243,1.355311181,0.039242735,0.000375881,2.63E-06
3050,3.74E-07,1.395183999,1.355605682,0.039199531,0.000376059,2.73E-06
3055,2.84E-07,1.395492536,1.355966156,0.039147054,0.000376277,3.05E-06
3060,1.25E-06,1.394764384,1.355115307,0.039271634,0.000375764,1.68E-06
3065,1.43E-06,1.394702928,1.35504333,0.039282286,0.000375721,1.59E-06
3070,1.27E-06,1.394809719,1.355168481,0.039263776,0.000375796,1.67E-06
3075,4.66E-07,1.39524737,1.355680107,0.03918866,0.000376104,2.50E-06
3080,1.57E-06,1.394938035,1.355319037,0.039241578,0.000375886,1.53E-06
3085,1.15E-06,1.395091869,1.355498983,0.03921515,0.000375994,1.74E-06
3090,1.03E-06,1.395221786,1.35565097,0.039192914,0.000376086,1.82E-06
3095,1.60E-06,1.395162041,1.35558139,0.039203084,0.000376044,1.52E-06
3100,4.61E-07,1.395637042,1.356135607,0.039122539,0.00037638,2.52E-06
3105,1.65E-06,1.395334027,1.355782641,0.039173714,0.000376166,1.51E-06
3110,6.46E-07,1.395698174,1.356207363,0.039112187,0.000376424,2.20E-06
3115,9.71E-07,1.395696735,1.35620607,0.039112374,0.000376423,1.87E-06
3120,6.79E-07,1.395909407,1.35645392,0.039076753,0.000376574,2.16E-06
3125,9.47E-07,1.395882418,1.356422753,0.039081221,0.000376555,1.89E-06
3130,9.91E-07,1.395924809,1.356472239,0.039074129,0.000376585,1.86E-06
3135,7.94E-07,1.39608868,1.356663092,0.039046855,0.000376702,2.03E-06
3140,8.99E-07,1.39613917,1.356722043,0.039038456,0.000376738,1.93E-06
3145,9.62E-07,1.396187073,1.356777912,0.039030506,0.000376773,1.88E-06
3150,1.23E-06,1.39616942,1.356757551,0.039033402,0.00037676,1.71E-06
3155,5.70E-07,1.396518156,1.357162786,0.038976035,0.00037701,2.33E-06
3160,1.04E-06,1.396424231,1.357054099,0.038991366,0.000376943,1.82E-06
3165,1.31E-06,1.39639357,1.357018601,0.038996382,0.000376921,1.67E-06
3170,2.81E-07,1.396970942,1.357687991,0.038902517,0.000377336,3.10E-06
3175,1.56E-06,1.396526719,1.357173643,0.038974505,0.000377017,1.55E-06
3180,1.02E-06,1.396709608,1.357385928,0.038944685,0.000377148,1.85E-06
3185,4.49E-07,1.397115683,1.357856551,0.038879122,0.000377441,2.57E-06
3190,5.33E-07,1.397267789,1.358033118,0.038854719,0.000377552,2.40E-06
3195,9.54E-07,1.397076801,1.357812223,0.038885265,0.000377414,1.90E-06
3200,1.33E-06,1.396974896,1.357694245,0.038901647,0.00037734,1.66E-06
3205,9.36E-07,1.397158113,1.35790652,0.038872205,0.000377473,1.92E-06
3210,1.49E-06,1.397093469,1.357831917,0.038882535,0.000377426,1.59E-06
3215,1.34E-06,1.397195959,1.357950702,0.038866096,0.0003775,1.66E-06
3220,3.67E-07,1.397709376,1.358543999,0.038784709,0.000377873,2.79E-06
3225,8.96E-07,1.397591436,1.358408503,0.038803191,0.000377788,1.95E-06
3230,1.45E-06,1.397440623,1.358234288,0.038827045,0.000377678,1.61E-06
3235,1.19E-06,1.397563606,1.358376536,0.03880756,0.000377767,1.74E-06
3240,8.78E-07,1.397760393,1.358603958,0.038776551,0.000377911,1.97E-06
3245,9.12E-07,1.39785293,1.358710988,0.038762018,0.000377979,1.94E-06
3250,1.39E-06,1.397776912,1.358623447,0.038773902,0.000377923,1.64E-06
3255,1.04E-06,1.397942026,1.358814074,0.038748058,0.000378044,1.85E-06
3260,1.65E-06,1.39788281,1.358746,0.038757273,0.000378001,1.54E-06
3265,1.14E-06,1.398065031,1.358956253,0.038728863,0.000378134,1.78E-06
3270,1.50E-06,1.398071985,1.358964498,0.038727752,0.000378139,1.60E-06
3275,8.37E-07,1.398336846,1.359269705,0.038686788,0.000378334,2.02E-06
3280,1.54E-06,1.398236278,1.359154181,0.038702256,0.00037826,1.58E-06
3285,1.25E-06,1.398367042,1.35930488,0.038682087,0.000378356,1.72E-06
3290,7.35E-07,1.398641007,1.35962018,0.038640138,0.000378558,2.13E-06
3295,1.15E-06,1.398593725,1.35956611,0.038647307,0.000378523,1.78E-06
3300,5.58E-07,1.398925281,1.359947134,0.038596995,0.000378768,2.38E-06
3305,1.64E-06,1.398637512,1.359616829,0.038640582,0.000378556,1.55E-06
3310,1.60E-06,1.398704647,1.35969413,0.038630348,0.000378605,1.56E-06
3315,1.48E-06,1.398806875,1.359811767,0.038614813,0.000378681,1.61E-06
3320,6.43E-07,1.399161968,1.360219426,0.038561342,0.000378944,2.26E-06
3325,1.19E-06,1.399074083,1.360118976,0.038574465,0.000378879,1.76E-06
3330,1.57E-06,1.399044118,1.360084738,0.038578946,0.000378857,1.58E-06
3335,7.96E-07,1.399333589,1.360416785,0.038535657,0.000379072,2.07E-06
3340,8.91E-07,1.399423102,1.360519657,0.038522322,0.000379139,1.98E-06
3345,1.35E-06,1.399348296,1.360434124,0.038533407,0.000379083,1.68E-06
3350,1.40E-06,1.399401533,1.360495276,0.038525479,0.000379123,1.66E-06
3355,1.08E-06,1.399564599,1.360682188,0.038501326,0.000379244,1.84E-06
3360,1.21E-06,1.399619353,1.360745083,0.038493225,0.000379285,1.76E-06
3365,1.12E-06,1.399724205,1.360865238,0.038477786,0.000379364,1.82E-06
3370,1.62E-06,1.399689264,1.360825469,0.038482891,0.000379338,1.57E-06
3375,9.52E-07,1.399925225,1.361095425,0.038448346,0.000379515,1.94E-06
3380,8.50E-07,1.400080733,1.361273357,0.038425712,0.000379631,2.03E-06
3385,9.99E-07,1.400114249,1.361311859,0.038420829,0.000379657,1.90E-06
3390,1.46E-06,1.400050836,1.361239593,0.038429999,0.000379609,1.63E-06
3395,8.26E-07,1.400307193,1.361532378,0.038392955,0.000379802,2.06E-06
3400,6.77E-07,1.400511766,1.36176597,0.038363608,0.000379956,2.23E-06
3405,7.46E-07,1.400588452,1.361853649,0.038352641,0.000380014,2.15E-06
3410,1.11E-06,1.400494954,1.361747224,0.038365956,0.000379944,1.83E-06
3415,7.62E-07,1.400692581,1.361972547,0.038337809,0.000380093,2.13E-06
3420,5.34E-07,1.400955061,1.362271588,0.038300718,0.000380292,2.46E-06
